Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_geographiques;Departement
91097;BOUSSY ST ANTOINE;91800;;BOUSSY ST ANTOINE;48.689503984, 2.533817972;91
91201;DRAVEIL;91210;;DRAVEIL;48.677735132, 2.421499681;91
91228;EVRY COURCOURONNES;91080;COURCOURONNES;EVRY COURCOURONNES;48.626896994, 2.43011442;91
91272;GIF SUR YVETTE;91190;;GIF SUR YVETTE;48.698575319, 2.12752088;91
91507;PRUNAY SUR ESSONNE;91720;;PRUNAY SUR ESSONNE;48.352296146, 2.361035479;91
91579;ST VRAIN;91770;;ST VRAIN;48.537055954, 2.323149476;91
93059;PIERREFITTE SUR SEINE;93380;;PIERREFITTE SUR SEINE;48.961062049, 2.363217687;93
93063;ROMAINVILLE;93230;;ROMAINVILLE;48.884683095, 2.438075777;93
94067;ST MANDE;94160;;ST MANDE;48.841029852, 2.418861571;94
95127;CERGY;95000;;CERGY;49.039967587, 2.051139021;95
77009;ARVILLE;77890;;ARVILLE;48.181094565, 2.556555461;77
77123;COMPANS;77290;;COMPANS;48.989372722, 2.656913475;77
77261;LORREZ LE BOCAGE PREAUX;77710;;LORREZ LE BOCAGE PREAUX;48.239519273, 2.896540766;77
77283;MAY EN MULTIEN;77145;;MAY EN MULTIEN;49.070063948, 3.024858111;77
77344;OISSERY;77178;;OISSERY;49.070264933, 2.817291655;77
77391;ROUILLY;77160;;ROUILLY;48.591341138, 3.289672498;77
77476;TROCY EN MULTIEN;77440;;TROCY EN MULTIEN;49.042452119, 2.962103623;77
77496;VIEUX CHAMPAGNE;77370;;VIEUX CHAMPAGNE;48.587355138, 3.138417782;77
78276;GOMMECOURT;78270;;GOMMECOURT;49.071175282, 1.594339478;78
78297;GUYANCOURT;78280;VILLAROY;GUYANCOURT;48.773058155, 2.075795692;78
91332;LEUDEVILLE;91630;;LEUDEVILLE;48.570576657, 2.327804655;91
91463;ONCY SUR ECOLE;91490;;ONCY SUR ECOLE;48.382397701, 2.458702833;91
91630;LE VAL ST GERMAIN;91530;;LE VAL ST GERMAIN;48.567539284, 2.080934882;91
91634;VAUGRIGNEUSE;91640;;VAUGRIGNEUSE;48.601359562, 2.105439998;91
95213;EPIAIS RHUS;95810;;EPIAIS RHUS;49.123702679, 2.073298803;95
95250;FOSSES;95470;;FOSSES;49.099828484, 2.499392214;95
95348;LONGUESSE;95450;;LONGUESSE;49.061879787, 1.926889405;95
95492;LE PLESSIS GASSOT;95720;;LE PLESSIS GASSOT;49.035986122, 2.414849753;95
95594;SEUGY;95270;;SEUGY;49.122748511, 2.393934179;95
95676;VILLERS EN ARTHIES;95510;;VILLERS EN ARTHIES;49.086021483, 1.730457359;95
77012;AUGERS EN BRIE;77560;;AUGERS EN BRIE;48.666829884, 3.352562231;77
77013;AULNOY;77120;;AULNOY;48.848856082, 3.089501816;77
77106;CHAUFFRY;77169;;CHAUFFRY;48.821576249, 3.180787206;77
77130;COULOMMES;77580;;COULOMMES;48.891725411, 2.929310544;77
77168;EGREVILLE;77620;;EGREVILLE;48.182103266, 2.88394777;77
77171;ESBLY;77450;;ESBLY;48.90111396, 2.812647734;77
77209;GOUVERNES;77400;;GOUVERNES;48.858129416, 2.694433598;77
77226;HERICY;77850;;HERICY;48.441915491, 2.788647722;77
77229;LA HOUSSAYE EN BRIE;77610;;LA HOUSSAYE EN BRIE;48.75582016, 2.867850292;77
77309;MONTHYON;77122;;MONTHYON;49.009921788, 2.832127797;77
77328;NANTEAU SUR ESSONNE;77760;;NANTEAU SUR ESSONNE;48.320386101, 2.426171485;77
77353;PALEY;77710;;PALEY;48.241217748, 2.854013082;77
77416;ST JUST EN BRIE;77370;;ST JUST EN BRIE;48.610922199, 3.120998294;77
78009;ALLAINVILLE;78660;;ALLAINVILLE AUX BOIS;48.467503784, 1.902700771;78
78133;CHAMBOURCY;78240;;CHAMBOURCY;48.896484237, 2.032880473;78
78407;MITTAINVILLE;78125;;MITTAINVILLE;48.662766364, 1.635730273;78
78497;POIGNY LA FORET;78125;;POIGNY LA FORET;48.683132349, 1.754058936;78
78597;SOINDRES;78200;;SOINDRES;48.953667315, 1.671553521;78
91114;BRUNOY;91800;;BRUNOY;48.696482514, 2.503772936;91
91639;VAYRES SUR ESSONNE;91820;;VAYRES SUR ESSONNE;48.431731467, 2.346279905;91
92020;CHATILLON;92320;;CHATILLON;48.80363284, 2.288340335;92
93046;LIVRY GARGAN;93190;;LIVRY GARGAN;48.920002762, 2.535619525;93
94069;ST MAURICE;94410;;ST MAURICE;48.818390376, 2.437334691;94
95144;CHATENAY EN FRANCE;95190;;CHATENAY EN FRANCE;49.064897361, 2.462793667;95
95379;MAUDETOUR EN VEXIN;95420;;MAUDETOUR EN VEXIN;49.111179951, 1.783647016;95
95585;SARCELLES;95200;;SARCELLES;48.990236727, 2.381117319;95
75109;PARIS 09;75009;;PARIS;48.87716521, 2.337456318;75
75113;PARIS 13;75013;;PARIS;48.828424546, 2.362253766;75
77088;LA CHAPELLE LA REINE;77760;;LA CHAPELLE LA REINE;48.315826462, 2.566616164;77
77131;COULOMMIERS;77120;;COULOMMIERS;48.81234041, 3.091269785;77
77147;LA CROIX EN BRIE;77370;;LA CROIX EN BRIE;48.594437028, 3.071076517;77
77227;HERME;77114;;HERME;48.486150295, 3.34604609;77
77291;LE MESNIL AMELOT;77990;;LE MESNIL AMELOT;49.016113678, 2.596383018;77
77320;MOUROUX;77120;;MOUROUX;48.827180332, 3.050708392;77
77363;LE PIN;77181;;LE PIN;48.914641715, 2.628103898;77
77431;ST PIERRE LES NEMOURS;77140;;ST PIERRE LES NEMOURS;48.264824993, 2.665927488;77
77500;VILLEBEON;77710;;VILLEBEON;48.205064903, 2.92852151;77
78006;ADAINVILLE;78113;;ADAINVILLE;48.72032203, 1.662453862;78
78324;JOUY MAUVOISIN;78200;;JOUY MAUVOISIN;48.974147589, 1.646636346;78
78350;LOUVECIENNES;78430;;LOUVECIENNES;48.859227566, 2.113551836;78
78444;NEAUPHLETTE;78980;;NEAUPHLETTE;48.935504487, 1.54283833;78
78561;ST LAMBERT;78470;;ST LAMBERT DES BOIS;48.733928044, 2.006561898;78
91286;GRIGNY;91350;;GRIGNY;48.657051798, 2.38747617;91
91581;ST YON;91650;;ST YON;48.561147043, 2.19200076;91
92002;ANTONY;92160;;ANTONY;48.749986765, 2.299028344;92
93057;LES PAVILLONS SOUS BOIS;93320;;LES PAVILLONS SOUS BOIS;48.908338487, 2.503357206;93
95116;BRUYERES SUR OISE;95820;;BRUYERES SUR OISE;49.160642757, 2.329622988;95
95303;LE HEAULME;95640;;LE HEAULME;49.166960753, 2.000251949;95
95493;LE PLESSIS LUZARCHES;95270;;LE PLESSIS LUZARCHES;49.096105843, 2.456045243;95
95582;SANNOIS;95110;;SANNOIS;48.971927968, 2.252832517;95
77038;BOISSETTES;77350;;BOISSETTES;48.523254255, 2.614376556;77
77101;CHATENAY SUR SEINE;77126;;CHATENAY SUR SEINE;48.420082052, 3.094788304;77
77129;COULOMBS EN VALOIS;77840;;COULOMBS EN VALOIS;49.077920751, 3.128065854;77
77141;COUTEVROULT;77580;;COUTEVROULT;48.853013887, 2.847578293;77
77152;DAMMARIE LES LYS;77190;;DAMMARIE LES LYS;48.513676673, 2.628755691;77
77175;EVRY GREGY SUR YERRE;77166;;EVRY GREGY SUR YERRE;48.653675957, 2.639539278;77
77180;FEROLLES ATTILLY;77150;;FEROLLES ATTILLY;48.733934618, 2.639187547;77
77222;GUIGNES;77390;;GUIGNES;48.635739422, 2.80035712;77
77231;ISLES LES MELDEUSES;77440;;ISLES LES MELDEUSES;48.997894222, 3.012873751;77
77287;MEILLERAY;77320;;MEILLERAY;48.797631613, 3.418021359;77
77288;MELUN;77000;;MELUN;48.544316452, 2.657923631;77
77298;MONS EN MONTOIS;77520;;MONS EN MONTOIS;48.491651911, 3.140210332;77
77302;MONTCOURT FROMONVILLE;77140;;MONTCOURT FROMONVILLE;48.298981088, 2.711929643;77
77316;MORET LOING ET ORVANNE;77250;VENEUX LES SABLONS;MORET LOING ET ORVANNE;48.354686543, 2.819738834;77
77359;PERTHES;77930;;PERTHES;48.479804136, 2.550356243;77
77403;ST BRICE;77160;;ST BRICE;48.571582676, 3.334229852;77
77411;ST GERMAIN SOUS DOUE;77169;;ST GERMAIN SOUS DOUE;48.85114662, 3.138883483;77
77448;SEPT SORTS;77260;;SEPT SORTS;48.939820491, 3.105618023;77
77459;SOURDUN;77171;;SOURDUN;48.536421311, 3.363622323;77
78354;MAGNANVILLE;78200;;MAGNANVILLE;48.968692133, 1.6855957;78
78358;MAISONS LAFFITTE;78600;;MAISONS LAFFITTE;48.952574131, 2.152458608;78
78513;LA QUEUE LES YVELINES;78940;;LA QUEUE LES YVELINES;48.802486955, 1.768277224;78
78548;ST FORGET;78720;;ST FORGET;48.712874507, 1.997097048;78
78562;ST LEGER EN YVELINES;78610;;ST LEGER EN YVELINES;48.730259564, 1.759908234;78
91471;ORSAY;91400;ORSIGNY;ORSAY;48.700274052, 2.187378773;91
91645;VERRIERES LE BUISSON;91370;;VERRIERES LE BUISSON;48.750419838, 2.252147874;91
91649;VERT LE PETIT;91710;;VERT LE PETIT;48.551852151, 2.36536749;91
91666;VILLEJUST;91140;;VILLEJUST;48.67802178, 2.223002267;91
94002;ALFORTVILLE;94140;;ALFORTVILLE;48.796134091, 2.421407444;94
94021;CHEVILLY LARUE;94550;;CHEVILLY LARUE;48.76689918, 2.352941911;94
94041;IVRY SUR SEINE;94200;;IVRY SUR SEINE;48.8122892, 2.387712363;94
95018;ARGENTEUIL;95100;;ARGENTEUIL;48.951531886, 2.240388744;95
95304;HEDOUVILLE;95690;;HEDOUVILLE;49.158003218, 2.177108902;95
95306;HERBLAY SUR SEINE;95220;LA PATTE D OIE;HERBLAY SUR SEINE;49.00057638, 2.150144707;95
95543;ST CYR EN ARTHIES;95510;;ST CYR EN ARTHIES;49.058913046, 1.741758518;95
77096;CHARTRETTES;77590;;CHARTRETTES;48.494405785, 2.712859871;77
77107;CHAUMES EN BRIE;77390;;CHAUMES EN BRIE;48.667432866, 2.845179792;77
77258;LOGNES;77185;;LOGNES;48.833863469, 2.634038048;77
77274;MARCILLY;77139;;MARCILLY;49.037148104, 2.88048397;77
77318;MORTCERF;77163;;MORTCERF;48.782801024, 2.904085319;77
77397;SAACY SUR MARNE;77730;;SAACY SUR MARNE;48.950991889, 3.217255958;77
77424;ST MARTIN DU BOSCHET;77320;;ST MARTIN DU BOSCHET;48.732036028, 3.428608536;77
77454;SOGNOLLES EN MONTOIS;77520;;SOGNOLLES EN MONTOIS;48.518703129, 3.153103494;77
78158;LE CHESNAY ROCQUENCOURT;78150;PARLY;LE CHESNAY ROCQUENCOURT;48.829192097, 2.119984317;78
78220;LES ESSARTS LE ROI;78690;ST HUBERT LE ROI;LES ESSARTS LE ROI;48.716251319, 1.895378187;78
78550;ST GERMAIN DE LA GRANGE;78640;;ST GERMAIN DE LA GRANGE;48.832627363, 1.902385466;78
91038;AUVERS ST GEORGES;91580;;AUVERS ST GEORGES;48.476771493, 2.226441657;91
91243;FONTENAY LES BRIIS;91640;;FONTENAY LES BRIIS;48.611100686, 2.164608272;91
91333;LEUVILLE SUR ORGE;91310;;LEUVILLE SUR ORGE;48.614359916, 2.267751212;91
91408;MOIGNY SUR ECOLE;91490;;MOIGNY SUR ECOLE;48.437172104, 2.439819687;91
91648;VERT LE GRAND;91810;;VERT LE GRAND;48.583489821, 2.367706718;91
91689;WISSOUS;91320;;WISSOUS;48.729690709, 2.329529323;91
92023;CLAMART;92140;;CLAMART;48.796455388, 2.254300971;92
94080;VINCENNES;94300;;VINCENNES;48.847539205, 2.437714989;94
95014;ANDILLY;95580;;ANDILLY;49.008086762, 2.302974318;95
95120;BUTRY SUR OISE;95430;;BUTRY SUR OISE;49.083796434, 2.191573741;95
95328;LABBEVILLE;95690;;LABBEVILLE;49.134058687, 2.134543313;95
95370;MARINES;95640;;MARINES;49.147617385, 1.983603433;95
75115;PARIS 15;75015;;PARIS;48.840071988, 2.292837347;75
77117;CITRY;77730;;CITRY;48.962053081, 3.245229759;77
77169;EMERAINVILLE;77184;;EMERAINVILLE;48.819430023, 2.609262864;77
77464;THORIGNY SUR MARNE;77400;;THORIGNY SUR MARNE;48.892140285, 2.712913413;77
77466;TIGEAUX;77163;;TIGEAUX;48.824626398, 2.897382176;77
77510;VILLENEUVE ST DENIS;77174;;VILLENEUVE ST DENIS;48.812953364, 2.792672466;77
78126;LA CELLE ST CLOUD;78170;;LA CELLE ST CLOUD;48.846861121, 2.13446886;78
78128;CERNAY LA VILLE;78720;;CERNAY LA VILLE;48.669697855, 1.96077726;78
78233;FEUCHEROLLES;78810;;FEUCHEROLLES;48.880113846, 1.979320474;78
78320;NOTRE DAME DE LA MER;78270;PORT VILLEZ;NOTRE DAME DE LA MER;49.048538772, 1.524643709;78
91207;EGLY;91520;;EGLY;48.577562807, 2.22115407;91
91495;PLESSIS ST BENOIST;91410;;PLESSIS ST BENOIST;48.445269496, 2.002958202;91
91538;ST AUBIN;91190;;ST AUBIN;48.714872473, 2.139502723;91
92022;CHAVILLE;92370;;CHAVILLE;48.807476404, 2.192088547;92
93045;LES LILAS;93260;;LES LILAS;48.881603076, 2.420221831;93
94071;SUCY EN BRIE;94370;;SUCY EN BRIE;48.765666849, 2.533133337;94
95504;PRESLES;95590;;PRESLES;49.112058016, 2.286737473;95
95627;VALLANGOUJARD;95810;;VALLANGOUJARD;49.133946113, 2.104018705;95
77037;BOIS LE ROI;77590;;BOIS LE ROI;48.475863707, 2.702906614;77
77083;CHAMPS SUR MARNE;77420;;CHAMPS SUR MARNE;48.848168369, 2.59644265;77
77187;FONTAINE FOURCHES;77480;;FONTAINE FOURCHES;48.412143524, 3.394531143;77
77316;MORET LOING ET ORVANNE;77250;EPISY;MORET LOING ET ORVANNE;48.354686543, 2.819738834;77
77341;NOYEN SUR SEINE;77114;;NOYEN SUR SEINE;48.452074338, 3.342550817;77
77427;ST MESMES;77410;;ST MESMES;48.98547285, 2.714962039;77
77438;ST THIBAULT DES VIGNES;77400;;ST THIBAULT DES VIGNES;48.863892274, 2.676422056;77
77449;SERRIS;77700;;SERRIS;48.845661019, 2.787101817;77
77528;VOISENON;77950;;VOISENON;48.570132412, 2.663238702;77
78190;CROISSY SUR SEINE;78290;;CROISSY SUR SEINE;48.878352539, 2.136042047;78
78224;L ETANG LA VILLE;78620;;L ETANG LA VILLE;48.867328882, 2.060049082;78
78620;TOUSSUS LE NOBLE;78117;;TOUSSUS LE NOBLE;48.74704252, 2.117699466;78
78668;LA VILLENEUVE EN CHEVRIE;78270;;LA VILLENEUVE EN CHEVRIE;49.016750995, 1.530968591;78
78672;VILLENNES SUR SEINE;78670;;VILLENNES SUR SEINE;48.936597607, 1.9958606;78
91016;ANGERVILLE;91670;DOMMERVILLE;ANGERVILLE;48.309573391, 2.005568775;91
91081;BOISSY LE SEC;91870;;BOISSY LE SEC;48.485166752, 2.091530889;91
91215;EPINAY SOUS SENART;91860;;EPINAY SOUS SENART;48.687739685, 2.516445697;91
91399;MESPUITS;91150;;MESPUITS;48.358359622, 2.277034492;91
91540;ST CHERON;91530;;ST CHERON;48.549055433, 2.126191471;91
91549;STE GENEVIEVE DES BOIS;91700;;STE GENEVIEVE DES BOIS;48.641188588, 2.330441408;91
91602;SOUZY LA BRICHE;91580;;SOUZY LA BRICHE;48.527330809, 2.154282993;91
92050;NANTERRE;92000;;NANTERRE;48.896168757, 2.207090178;92
93033;GOURNAY SUR MARNE;93460;;GOURNAY SUR MARNE;48.861105557, 2.57585149;93
95394;MERY SUR OISE;95540;;MERY SUR OISE;49.05496059, 2.174289713;95
77075;CHALIFERT;77144;;CHALIFERT;48.894687495, 2.773940615;77
77077;CHAMBRY;77910;;CHAMBRY;48.998672106, 2.893627183;77
77104;CHATRES;77610;;CHATRES;48.713003578, 2.815655847;77
77156;DARVAULT;77140;;DARVAULT;48.277244888, 2.728267596;77
77301;MONTCEAUX LES PROVINS;77151;;MONTCEAUX LES PROVINS;48.696689447, 3.444456958;77
77356;PASSY SUR SEINE;77480;;PASSY SUR SEINE;48.428974563, 3.34576006;77
77373;PONTAULT COMBAULT;77340;LE PAVE DE PONTAULT;PONTAULT COMBAULT;48.786864927, 2.613875011;77
78030;AUFFARGIS;78610;;AUFFARGIS;48.684172801, 1.902908509;78
78071;BOINVILLE LE GAILLARD;78660;;BOINVILLE LE GAILLARD;48.496064145, 1.871065602;78
78146;CHATOU;78400;;CHATOU;48.896391692, 2.153571449;78
78362;MANTES LA VILLE;78711;;MANTES LA VILLE;48.974798417, 1.712216651;78
78403;MEZY SUR SEINE;78250;;MEZY SUR SEINE;49.003796358, 1.869832905;78
78472;ORSONVILLE;78660;;ORSONVILLE;48.477728631, 1.826863563;78
78505;PRUNAY LE TEMPLE;78910;;PRUNAY LE TEMPLE;48.859143204, 1.671786067;78
78586;SARTROUVILLE;78500;;SARTROUVILLE;48.939819605, 2.17448669;78
78624;TRIEL SUR SEINE;78510;L HAUTIL;TRIEL SUR SEINE;48.978288982, 2.008358298;78
78640;VELIZY VILLACOUBLAY;78140;;VELIZY VILLACOUBLAY;48.783876041, 2.19738706;78
91021;ARPAJON;91290;;ARPAJON;48.59030281, 2.243954666;91
91022;ARRANCOURT;91690;;ARRANCOURT;48.326949781, 2.150947448;91
91037;AUVERNAUX;91830;;AUVERNAUX;48.529457285, 2.487702973;91
91191;CROSNE;91560;;CROSNE;48.719905832, 2.463053506;91
91216;EPINAY SUR ORGE;91360;;EPINAY SUR ORGE;48.672590882, 2.318954121;91
91319;JANVRY;91640;;JANVRY;48.646399077, 2.154592246;91
91471;ORSAY;91400;;ORSAY;48.700274052, 2.187378773;91
91687;VIRY CHATILLON;91170;;VIRY CHATILLON;48.669432989, 2.373359685;91
92044;LEVALLOIS PERRET;92300;;LEVALLOIS PERRET;48.89515415, 2.286897554;92
94028;CRETEIL;94000;;CRETEIL;48.783768446, 2.454728618;94
95011;AMBLEVILLE;95420;LE VAUMION;AMBLEVILLE;49.150476298, 1.694631625;95
95219;ERMONT;95120;;ERMONT;48.987977731, 2.256658819;95
95388;MENUCOURT;95180;;MENUCOURT;49.027507823, 1.975650874;95
95436;MOURS;95260;;MOURS;49.13001014, 2.263254667;95
95487;PERSAN;95340;;PERSAN;49.149617756, 2.269394222;95
95554;ST GERVAIS;95420;;ST GERVAIS;49.167126689, 1.761917602;95
77036;BOISDON;77970;;BOISDON;48.676474118, 3.225860846;77
77056;BURCY;77760;;BURCY;48.233185893, 2.524815896;77
77087;LA CHAPELLE IGER;77540;;LA CHAPELLE IGER;48.651573717, 2.992728242;77
77172;ESMANS;77940;;ESMANS;48.343224326, 2.969282038;77
77387;REMAUVILLE;77710;;REMAUVILLE;48.220294234, 2.824411526;77
77388;REUIL EN BRIE;77260;;REUIL EN BRIE;48.956900359, 3.163254827;77
77404;STE COLOMBE;77650;;STE COLOMBE;48.53444674, 3.259977613;77
77477;URY;77760;;URY;48.340553884, 2.599729669;77
77522;VILLIERS SUR SEINE;77114;;VILLIERS SUR SEINE;48.456731493, 3.383290177;77
78013;ANDELU;78770;;ANDELU;48.88775093, 1.810612795;78
78238;FLINS SUR SEINE;78410;;FLINS SUR SEINE;48.967666071, 1.873143748;78
78262;GALLUIS;78490;;GALLUIS;48.798299976, 1.792310764;78
78346;LONGNES;78980;;LONGNES;48.922850087, 1.579843547;78
78381;MAULETTE;78550;THIONVILLE SUR OPTON;MAULETTE;48.783490057, 1.615912424;78
78410;MOISSON;78840;;MOISSON;49.068482165, 1.663694234;78
78498;POISSY;78300;LA MALADRERIE;POISSY;48.923459545, 2.02742189;78
78564;ST MARTIN DE BRETHENCOURT;78660;;ST MARTIN DE BRETHENCOURT;48.514811784, 1.915447314;78
78643;VERNOUILLET;78540;;VERNOUILLET;48.965100541, 1.974571132;78
78681;VILLIERS LE MAHIEU;78770;;VILLIERS LE MAHIEU;48.853595137, 1.773896062;78
91226;ETRECHY;91580;;ETRECHY;48.492422234, 2.179876174;91
91293;GUIGNEVILLE SUR ESSONNE;91590;;GUIGNEVILLE SUR ESSONNE;48.46379985, 2.370789427;91
91312;IGNY;91430;;IGNY;48.736509794, 2.224449897;91
91425;MONTLHERY;91310;;MONTLHERY;48.642087338, 2.268333554;91
93031;EPINAY SUR SEINE;93800;;EPINAY SUR SEINE;48.955045923, 2.313968877;93
94043;LE KREMLIN BICETRE;94270;;LE KREMLIN BICETRE;48.808789147, 2.355872174;94
95058;BERNES SUR OISE;95340;;BERNES SUR OISE;49.165532824, 2.301860709;95
95088;BONNEUIL EN FRANCE;95500;;BONNEUIL EN FRANCE;48.965639801, 2.435069341;95
95280;GOUSSAINVILLE;95190;;GOUSSAINVILLE;49.024588139, 2.46608247;95
95323;JOUY LE MOUTIER;95280;;JOUY LE MOUTIER;49.010991384, 2.033483228;95
95409;MOISSELLES;95570;;MOISSELLES;49.046061843, 2.337390481;95
95488;PIERRELAYE;95220;;PIERRELAYE;49.019103435, 2.160347072;95
95535;SAGY;95450;;SAGY;49.05244093, 1.968477159;95
77114;CHEVRY COSSIGNY;77173;COSSIGNY;CHEVRY COSSIGNY;48.723292532, 2.6765377;77
77154;DAMMARTIN SUR TIGEAUX;77163;;DAMMARTIN SUR TIGEAUX;48.808512927, 2.903759408;77
77338;NOISY RUDIGNON;77940;;NOISY RUDIGNON;48.336585873, 2.933839851;77
77345;ORLY SUR MORIN;77750;;ORLY SUR MORIN;48.901173218, 3.226766301;77
77349;OTHIS;77280;;OTHIS;49.0826633, 2.655019992;77
77352;OZOUER LE VOULGIS;77390;;OZOUER LE VOULGIS;48.663957444, 2.776145143;77
77407;ST FARGEAU PONTHIERRY;77310;PONTHIERRY;ST FARGEAU PONTHIERRY;48.538911417, 2.524704829;77
77518;VILLIERS EN BIERE;77190;;VILLIERS EN BIERE;48.495502791, 2.600426959;77
77521;VILLIERS SUR MORIN;77580;;VILLIERS SUR MORIN;48.849107499, 2.868632828;77
78264;GAMBAISEUIL;78490;;GAMBAISEUIL;48.756607718, 1.724887012;78
78391;MERICOURT;78270;;MERICOURT;49.037161005, 1.623129806;78
78402;MEZIERES SUR SEINE;78970;;MEZIERES SUR SEINE;48.952948273, 1.782865081;78
78418;MONTESSON;78360;;MONTESSON;48.917259145, 2.139969436;78
78465;ORGERUS;78910;;ORGERUS;48.837166162, 1.696429873;78
78481;LE PECQ;78230;;LE PECQ;48.893736101, 2.105052068;78
91035;AUTHON LA PLAINE;91410;;AUTHON LA PLAINE;48.45380325, 1.956173253;91
91292;GUIBEVILLE;91630;;GUIBEVILLE;48.566908962, 2.272147536;91
91434;MORSANG SUR ORGE;91390;;MORSANG SUR ORGE;48.656609978, 2.351201849;91
91441;NAINVILLE LES ROCHES;91750;;NAINVILLE LES ROCHES;48.504997178, 2.495591546;91
91479;PARAY VIEILLE POSTE;91550;;PARAY VIEILLE POSTE;48.724600412, 2.360024959;91
92049;MONTROUGE;92120;;MONTROUGE;48.815232931, 2.317223763;92
93014;CLICHY SOUS BOIS;93390;;CLICHY SOUS BOIS;48.908015138, 2.546295743;93
93050;NEUILLY SUR MARNE;93330;;NEUILLY SUR MARNE;48.862764338, 2.539943497;93
93078;VILLEPINTE;93420;;VILLEPINTE;48.959610617, 2.536314005;93
94052;NOGENT SUR MARNE;94130;;NOGENT SUR MARNE;48.836665517, 2.481752082;94
94065;RUNGIS;94150;;RUNGIS;48.749674317, 2.352601278;94
95555;ST GRATIEN;95210;;ST GRATIEN;48.969093334, 2.284677782;95
95633;VAUDHERLAND;95500;;VAUDHERLAND;49.000472274, 2.486593137;95
77034;BLANDY;77115;;BLANDY;48.560218583, 2.794532549;77
77043;BOITRON;77750;;BOITRON;48.897129251, 3.262029777;77
77157;DHUISY;77440;;DHUISY;49.034961324, 3.164016594;77
77194;FORGES;77130;;FORGES;48.421264015, 2.948518581;77
77246;LECHELLE;77171;;LECHELLE;48.571546578, 3.389157264;77
77253;LISSY;77550;;LISSY;48.618250527, 2.701464738;77
